codArt;nomArt;alto_cm;ancho_cm;largo _cm;Peso_kg;Ubicación
VP0045;DAPSONA 100MG TABLETA;4,5;2,00;11,00;20,00;Comerciales
LF0281;TIZANIDINA 2MG TABLETA;4,5;2,00;10,00;10,00;Carga Seca
TF0053;IBANDRONICO ACIDO 150MG TABLETA RECUBIERTA;4,5;2,00;9,00;6,00;Carga Seca
CYH015;LACOSAMIDA 50MG TABLETA RECUBIERTA;4,40;2,00;9,00;14,00;Carga Seca
MEN003;NEBIVOLOL 5MG TABLETA;4,40;2,00;11,00;14,00;Carga Seca
GF0341;ROSUVASTATINA 10MG TABLETA RECUBIERTA;4,30;2,00;10,20;10,00;Carga Seca
EC0104;IRBESARTAN 150MG TABLETA;4,3;2,00;10,00;17,00;Carga Seca
SA0023;HIDROXICLOROQUINA 200MG TABLETA RECUBIERTA;4,20;2,00;10,20;15,00;Carga Seca
HU0106;ETOFENAMATO 1G/2ML (0,5G/ML) SOLUCION INYECTABLE;4,2;2,00;8,00;10,00;Carga Seca
ID0005;LEVONORGESTREL 1,5MG TABLETA;4,2;2,00;7,3;4,00;Carga Seca
AST008;SOLIFENACINA 10MG TABLETA RECUBIERTA;4,05;2,00;11,50;17,00;Comerciales
GF0428;ZOLPIDEM 10MG TABLETA;4,00;2,00;8,00;8,00;Controlados
GF0387;AZITROMICINA 500MG TABLETA RECUBIERTA;4,00;2,00;8,2;8,00;Carga Seca
PF0103;ALPRAZOLAM 0,50MG TABLETA;4,00;2,00;9,00;13,00;Controlados
HU0036;CLOBAZAM 10MG TABLETA;4,00;2,00;9,00;10,00;Controlados
PF0101;TRIAZOLAM 0,25MG TABLETA;4,00;2,00;9,00;16,00;Controlados
PF0142;ALPRAZOLAM 1MG TABLETA;4,00;2,00;9,00;12,00;Controlados
MK0089;GLIMEPIRIDA 4MG COMPRIMIDO;3,80;2,00;9,50;8,00;Carga Seca
MK0088;GLIMEPIRIDA 2MG COMPRIMIDO;3,80;2,00;9,80;9,00;Carga Seca
TE0019;FLAVOXATO 200MG TABLETA RECUBIERTA;3,80;2,00;9,60;9,00;Carga Seca
MK0109;METOPROLOL TARTRATO 100MG TABLETA;3,80;2,00;9,70;19,00;Carga Seca
MK0312;SERTRALINA 50MG TABLETA RECUBIERTA;3,80;2,00;9,60;14,00;Carga Seca
GF0292;SECNIDAZOL 1G TABLETA RECUBIERTA;3,80;2,00;8,20;7,00;Carga Seca
TE0241;TERBINAFINA 250MG TABLETA;3,80;2,00;9,60;12,00;Carga Seca
MK0102;LORATADINA 10MG TABLETA;3,80;2,00;9,70;8,00;Carga Seca
GF0418;LACOSAMIDA 100MG TABLETA RECUBIERTA;3,80;2,00;8,20;14,00;Carga Seca
TE0256;CIPROFIBRATO 100MG TABLETA;3,80;2,00;9,60;14,00;Carga Seca
MK0168;DEFLAZACORT 30MG TABLETA;3,80;2,00;9,60;9,00;Carga Seca
BD0007;CLOTRIMAZOL + GENTAMICINA + BETAMETASONA (1G+0,1G+0,05G) /100G CREMA TOPICA;3,8;2,00;13,00;30,00;Carga Seca
TE0255;RISPERIDONA 2MG TABLETA RECUBIERTA;3,70;2,00;9,50;11,00;Carga Seca
GF0413;VALSARTAN 80MG TABLETA RECUBIERTA;3,70;2,00;8,20;8,00;Carga Seca
GF0042;CANDESARTAN 16MG TABLETA;3,70;2,00;8,20;10,00;Carga Seca
GF0426;VALSARTAN 160MG TABLETA RECUBIERTA;3,70;2,00;8,20;12,00;Carga Seca
RM0116;ATORVASTATINA + EZETIMIBE 40MG+10MG TABLETA;3,7;2,00;8,5;16,00;Carga Seca
HM0008;OTILONIO BROMURO 40MG TABLETA RECUBIERTA;3,7;2,00;8,5;12,00;Carga Seca
RM0164;CLORTALIDONA 12,5MG TABLETA;3,7;2,00;8,5;10,00;Carga Seca
RM0088;ROSUVASTATINA + EZETIMIBE 10MG+10MG TABLETA;3,7;2,00;8,5;12,00;Carga Seca
HM0044;MOSAPRIDA 5MG TABLETA;3,7;2,00;8,5;10,00;Carga Seca
HM0112;ATORVASTATINA + EZETIMIBE 20MG+10MG TABLETA;3,7;2,00;8,5;15,00;Carga Seca
GF0409;TADALAFILO 20MG TABLETA;3,60;2,00;8,40;5,00;Carga Seca
GF0368;TADALAFILO 5MG TABLETA RECUBIERTA;3,60;2,00;8,30;8,00;Carga Seca
RM0120;ROSUVASTATINA + EZETIMIBE 20MG+10MG TABLETA;3,6;2,00;8,4;15,00;Carga Seca
BU0027;ARIPIPRAZOL 15MG TABLETA;3,50;2,00;8,50;12,00;Carga Seca
LB0065;TADALAFILO 5MG TABLETA RECUBIERTA;3,50;2,00;8,50;9,00;Carga Seca
NV0169;ALIZAPRIDA 50MG TABLETA;3,50;2,00;8,30;11,00;Carga Seca
BU0105;FLUNARIZINA 5MG TABLETA;3,50;2,00;8,50;10,00;Carga Seca
BL0030;TIZANIDINA 4MG TABLETA;3,5;2,00;8,5;9,00;Carga Seca
BL0066;NIMODIPINO 30MG TABLETA;3,5;2,00;8,3;12,00;Carga Seca
HC0018;KETOCONAZOL + FUSIDICO ACIDO + DEXAMETASONA (2G+2G+0,04G) /100G CREMA TOPICA;3,3;2,00;13,00;30,00;Carga Seca
TE0161;CLIOQUINOL + TOLNAFTATO + GENTAMICINA + BETAMETASONA (1G+1G+0,1G+0,05G) /100G CREMA TOPICA;3,00;2,00;14,00;29,00;Carga Seca
BX0092;BOLSA VACIA PARA ENEMA TRAVAD X 1.500ML;24,00;2,00;21,00;93,00;Carga Seca
BX0018;FOSFATO SODIO MONOBASICO + FOSFATO SODIO DIBASICO (16G+6G) /100ML SOLUCION RECTAL;22,50;2,00;13,50;182,00;Carga Seca
BT0180;ISAVUCONAZOL 100MG CAPSULA;22,00;2,00;9,7;54,00;Comerciales
BX0254;EQUIPO PARA MEDICAMENTOS FOTOSENSIBLES;21,5;2,00;12,00;36,00;Carga Seca
CR0027;ACETAMINOFEN (PARACETAMOL) 1.000MG/100ML (10MG/ML) SOLUCION INYECTABLE;21,00;2,00;14,5;121,00;Carga Seca
QB0014;SODIO CLORURO 2,5G/100ML SOLUCION RECTAL;20,00;2,00;11,50;184,00;Carga Seca
BL0053;LIDOCAINA + DEXAMETASONA 2%+0,1% CREMA RECTAL;2,70;2,00;14,60;19,00;Carga Seca
BP0065;EXTRACTO DE CEPAE + ALANTOINA + HEPARINA (10G+1G+5.000UI) /100G GEL TOPICO;2,50;2,00;11,50;30,00;Comerciales
OP0021;BETAMETASONA 0,05G/100G (0,05%) CREMA TOPICA;2,3;2,00;13,00;29,00;Carga Seca
GE0013;ZINC OXIDO + HIERRO OXIDO (16G+0,23G) /100ML SUSPENSION TOPICA;14,00;2,00;7,00;161,00;Carga Seca
TE0169;ALUMINIO ACETATO 0,059G/100ML LOCION TOPICA;13,70;2,00;6,50;146,00;Carga Seca
HU0159;ZINC OXIDO + OXIDO FERRICO ROJO + OXIDO FERRICO AMARILLO (8G+0,0965G+0,042G) /100ML LOCION TOPICA;13,5;2,00;6,5;132,00;Carga Seca
AX0008;AZITROMICINA 15MG/G SOLUCION OFTALMICA;12,00;2,00;7,50;24,00;Cadena de Frio
EXE031;ETONOGESTREL + ETINILESTRADIOL 11MG+3,474MG ANILLO VAGINAL;11,50;2,00;11,00;28,00;Carga Seca
NO0164;METILERGOMETRINA 0,2MG/ML SOLUCION INYECTABLE;10,50;2,00;12,00;48,00;Cadena de Frio
NVX016;FOSFOMICINA 3G POLVO A SUSPENSION ORAL;10,5;2,00;9,00;20,00;Carga Seca
GR0031;BUPRENORFINA 20MG/25CM (35MCG/H) PARCHE TRANSDERMICO;10,5;2,00;11,00;44,00;Controlados
GF0389;BETAHISTINA 24MG TABLETA;10,20;2,00;4,30;15,00;Carga Seca
LQ0205;ORLISTAT 120MG CAPSULA;10,00;2,00;12,5;32,00;Carga Seca
RP0043;MAGNESIO SULFATO 2G/10ML (0,2G/ML) (20%) SOLUCION INYECTABLE;7,00;19,5;12,00;615,00;Carga Seca
FN0072;BICARBONATO DE SODIO 10MEQ/10ML (840MG/10ML) (8,4%) SOLUCION INYECTABLE;9,5;19,00;9,7;902,00;Carga Seca
JN0032;GOLIMUMAB 50MG/0,5ML SOLUCION INYECTABLE;5,50;18,60;5,50;100,00;Cadena de Frio
RC0067;METOXIPOLIETILENGLICOL + EPOETINA BETA 150MCG/0,3ML SOLUCION INYECTABLE;3,40;17,60;4,90;40,00;Cadena de Frio
RC0048;METOXIPOLIETILENGLICOL + EPOETINA BETA 100MCG/0,3ML SOLUCION INYECTABLE;3,40;17,60;4,90;40,00;Cadena de Frio
RC0047;ERITROPOYETINA BETA 30.000UI/0,6ML SOLUCION INYECTABLE;2,80;17,60;4,40;33,00;Cadena de Frio
BCN063;CONDONES NATURALES LUBRICADOS;6,00;17,50;23;496,00;Comerciales
RC0065;METOXIPOLIETILENGLICOL + EPOETINA BETA 75MCG/0,3ML SOLUCION INYECTABLE;3,40;17,50;4,90;40,00;Cadena de Frio
GF0352;METFORMINA 500MG TABLETA RECUBIERTA;10,5;17,5;4,00;233,00;Carga Seca
BR0035;ABATACEPT 125MG/ML SOLUCION INYECTABLE;4,10;17,40;19,00;192,00;Cadena de Frio
RM0198;VALSARTAN + HIDROCLOROTIAZIDA 80MG+12,5MG TABLETA;8,20;17,20;20,00;615,00;Carga Seca
SA0114;INSULINA GLARGINA + LIXISENATIDA (300UI+150MCG) /3ML (100UI+50MCG) /ML SOLUCION INYECTABLE;2,30;17,20;5,10;58,00;Cadena de Frio
RM0184;IRBESARTAN + AMLODIPINO 150MG+5MG TABLETA;8,00;17,00;20,00;565,00;Comerciales
FN0078;DEXAMETASONA 4MG/ML SOLUCION INYECTABLE;6,7;17,00;13,6;367,00;Carga Seca
BY0076;ALUMINIO ACETATO 0,05G/100G CREMA TOPICA;5,00;17,00;3,00;78,00;Carga Seca
CV0034;BOLSA DRENABLE DE OSTOMIA NATURA CONVATEC CON FIBRA DE CARBON N. 45MM;4,7;16,7;30,00;261,00;Carga Seca
RM0050;INSULINA DETEMIR 300UI/3ML (100UI/ML)  SOLUCION INYECTABLE;2,50;16,60;8,2;150,00;Cadena de Frio
RM0041;INSULINA ASPARTA 300UI/3ML (100UI/ML) SOLUCION INYECTABLE;2,60;16,50;8,30;145,00;Cadena de Frio
NO0163;METFORMINA + VILDAGLIPTINA 850MG+50MG COMPRIMIDO RECUBIERTO;9,7;16,5;5,5;117,00;Carga Seca
VT0118;HIOSCINA N-BUTIL BROMURO + DIPIRONA (20MG+2,5G) /5ML (4MG/0,5G) /ML SOLUCION INYECTABLE;8,00;16,5;16,00;1,075,00;Carga Seca
ADC002;MEROPENEM 1G POLVO A SOLUCION INYECTABLE;7,00;16,5;7,00;375,00;Carga Seca
NO0058;METFORMINA + VILDAGLIPTINA 850MG+50MG COMPRIMIDO RECUBIERTO;45786;16,5;4,00;68,00;Carga Seca
NK0007;LIRAGLUTIDA 18MG/3ML (6MG/ML) SOLUCION INYECTABLE;62,00;16,30;5,80;62,00;Cadena de Frio
NK0019;LIRAGLUTIDA 18MG/3ML (6MG/ML) SOLUCION INYECTABLE;3,20;16,30;7,30;128,00;Cadena de Frio
SVP120;DARBEPOETINA ALFA 40MCG/0,4ML SOLUCION INYECTABLE;2,00;16,20;4,20;23,00;Cadena de Frio
EC0135;POLIETILENGLICOL 3350 100G/100G POLVO A SOLUCION ORAL;8,2;16,2;20,7;1,005,00;Carga Seca
PX0129;VALSARTAN + AMLODIPINO 320MG+10MG CAPSULA BLANDA;9,5;16,00;5,5;77,00;Carga Seca
NO0044;VALSARTAN 160MG TABLETA RECUBIERTA;8,5;16,00;2,7;32,00;Carga Seca
PX0042;LEFLUNOMIDA 20MG CAPSULA BLANDA;8,00;16,00;3,2;32,00;Carga Seca
PX0159;ESOMEPRAZOL 40MG TABLETA RECUBIERTA;8,00;16,00;3,00;38,00;Carga Seca
PX0178;ISOTRETINOINA 10MG CAPSULA BLANDA;8,00;16,00;3,3;36,00;Carga Seca
PX0192;NIFEDIPINO 30MG TABLETA DE LIBERACION SOSTENIDA;8,00;16,00;2,5;34,00;Carga Seca
VT0123;DIPIRONA MAGNESICA 2G/5ML (0,4G/ML) SOLUCION INYECTABLE;8,00;16,00;16,00;1,064,00;Carga Seca
MK0327;ENZALUTAMIDA 40MG CAPSULA BLANDA;10,00;16,00;18,5;437,00;Comerciales
SA0160;ALIROCUMAB 75MG/ML SOLUCION INYECTABLE;3,60;15,80;6,30;95,00;Cadena de Frio
SA0118;ALIROCUMAB 150MG/ML SOLUCION INYECTABLE;3,50;15,80;6,30;96,00;Cadena de Frio
AB0153;APME EN POLVO FÓRMULA MODULAR PARA ADULTOS SOBRE X 24G;13,20;15,50;18,00;867,00;Comerciales
FN0066;DIPIRONA 2,5G/5ML (0,5G/ML) SOLUCION INYECTABLE;8,2;15,5;15,7;1,071,00;Carga Seca
PX0122;BETAMETASONA DIPROPIONATO + BETAMETASONA FOSFATO (5MG+2MG) /ML SOLUCION INYECTABLE;2,5;15,3;2,5;22,00;Carga Seca
EC0089;ATORVASTATINA 20MG TABLETA RECUBIERTA;8,5;15,00;10,5;364,00;Carga Seca
SZ0029;VALSARTAN + HIDROCLOROTIAZIDA + AMLODIPINO 160MG+12,5MG+5MG TABLETA RECUBIERTA;7,00;15,00;4,2;40,00;Carga Seca
SZ0028;VALSARTAN + AMLODIPINO 160MG+5MG COMPRIMIDO;7,00;15,00;2,00;31,00;Carga Seca
JGB0007;ALCOHOL ANTISEPTICO (70%) SOLUCION TOPICA;33,00;15,00;15,00;3.482,00;Carga Seca
FK0051;LACTATO DE RINGER HARTMANN SOLUCION INYECTABLE X 500ML;28,00;15,00;3,00;533,00;Carga Seca
FK0044;SODIO CLORURO (0,9%) SOLUCION INYECTABLE X 250ML;23,00;15,00;2,5;277,00;Carga Seca
PI0110;MAGNESIO SULFATO 1G/10ML (0,1G/ML) (10%) SOLUCION INYECTABLE;10,00;15,00;19,00;1,400,00;Carga Seca
BT0135;INMUNOGLOBULINA HUMANA ANTID-RH 300MCG/2ML (150MCG/ML) SOLUCION INYECTABLE;3,30;14,80;5,80;36,00;Cadena de Frio
BT0171;INMUNOGLOBULINA HUMANA NORMAL 320MG/2ML (160MG/ML) SOLUCION INYECTABLE;3,20;14,80;5,70;35,00;Cadena de Frio
SZ0034;TAMSULOSINA 0,4MG CAPSULA DE LIBERACION PROLONGADA;9,00;14,5;9,00;91,00;Carga Seca
QB0022;AGUA ESTERIL X 500ML SOLUCION INYECTABLE;26,00;14,5;3,5;547,00;Carga Seca
FK0129;DEXTROSA (5%) SODIO CLORURO A SOLUCION INYECTABLE X 500ML;27;14,5;3,5;541;Carga Seca
LF0154;PEGFILGRASTIM 6MG/0,6ML SOLUCION INYECTABLE;2,70;14,40;4,10;22,00;Cadena de Frio
TK0011;DIMETICONA + PINAVERIO BROMURO 300MG+100MG CAPSULA;7,5;14,3;4,00;50,00;Carga Seca
MK0224;LEVOTIROXINA 75MCG TABLETA;8,00;14,00;3,00;38,00;Carga Seca
TE0133;CAFEINA + ERGOTAMINA 100MG+1MG TABLETA;17,5;14,00;12,00;320,00;Carga Seca
SA0166;ENOXAPARINA 40MG/0,4ML SOLUCION INYECTABLE;16,5;14,00;8,5;192,00;Carga Seca
LQ0035;SALES DE REHIDRATACION 20,6G POLVO A SUSPENSION ORAL;16,00;14,00;16,00;1,226,00;Carga Seca
PF0201;ETANERCEPT 50MG/ML SOLUCION INYECTABLE;14,20;14,00;14,00;138,00;Cadena de Frio
PF0197;ETANERCEPT 25MG/0,5ML SOLUCION INYECTABLE;14,20;14,00;14,00;137,00;Cadena de Frio
EX0062;NIMODIPINO 30MG TABLETA;10,00;14,00;4,00;107,00;Carga Seca
MK0303;QUETIAPINA 300MG TABLETA RECUBIERTA;8,30;13,80;12,70;337,00;Carga Seca
BCN065;DEFLAZACORT 30MG TABLETA;6,70;13,70;2,70;13,00;Carga Seca
VT0110;DICLOFENACO 75MG/3ML (25MG/ML) SOLUCION INYECTABLE;7,00;13,7;13,7;635,00;Carga Seca
SA0106;RASBURICASA 1,5MG POLVO LIOFILIZADO A SOLUCION INYECTABLE;2,50;13,60;10,00;47,00;Cadena de Frio
FN0043;DEXAMETASONA 8MG/2ML (4MG/ML) SOLUCION INYECTABLE;6,60;13,50;16,70;474,00;Carga Seca
FN0083;BETAMETASONA 4MG/ML SOLUCION INYECTABLE;6,60;13,50;16,70;365,00;Carga Seca
FN0068;DIPIRONA 1G/2ML (0,5G/ML) SOLUCION INYECTABLE;6,8;13,5;17;507,00;Carga Seca
GF0442;METFORMINA 850MG TABLETA;6,5;13,5;38,5;860;Carga Seca
CR0032;FOSFATO SODIO MONOBASICO + FOSFATO SODIO DIBASICO (16G+6G) /100ML SOLUCION RECTAL;22,00;13,5;2,3;186,00;Carga Seca
TF0097;POLIETILENGLICOL 3350 + ELECTROLITOS POLVO A SOLUCION ORAL;17,00;13,5;16,5;1,265,00;Carga Seca
CV0037;BARRERA PROTECTORA DE OSTOMIA DE DOS PIEZAS FLEXIBLE N. 45MM;15,5;13,5;15,5;347,00;Carga Seca
RC0083;ALECTINIB 150MG CAPSULA DE LIBERACION PROLONGADA;15,5;13,5;19;382,00;Comerciales
CR0065;SODIO CLORURO (0,9%) SOLUCION INYECTABLE X 250ML;22;13,5;2,5;275;Carga Seca
FN0077;METOCLOPRAMIDA 10MG/2ML (5MG/ML) SOLUCION INYECTABLE;6,60;13,40;16,60;463,00;Carga Seca
PI0130;SODIO CLORURO (0,9%) SOLUCION INYECTABLE X 50ML;6;13,4;5,5;189;Carga Seca
BIE007;AGUA ESTERIL X 5ML SOLUCION INYECTABLE;8,30;13,20;15,00;778,00;Carga Seca
UCI002;SONDA CORPAK CORFLO N. 12FR-43-7G GUIA 20-4432;9,00;13,00;26,00;395,00;Comerciales
MR0009;LEVOTIROXINA 150MCG TABLETA;7,00;13,00;2,2;20,00;Carga Seca
ADC006;VANCOMICINA 500MG POLVO LIOFILIZADO A SOLUCION INYECTABLE;6,00;13,00;13,00;634,00;Carga Seca
VI0015;CEFAZOLINA 1G POLVO A SOLUCION INYECTABLE;5,7;13,00;5,00;155,00;Carga Seca
TF0034;TRIPTORELINA PAMOATO 11,25MG POLVO LIOFILIZADO A SOLUCION INYECTABLE;4,00;13,00;22,00;92,00;Comerciales
TF0072;TRIPTORELINA PAMOATO 22,5MG POLVO LIOFILIZADO A SOLUCION INYECTABLE;4,00;13,00;22,00;96,00;Comerciales
JN0021;RISPERIDONA 25MG POLVO LIOFILIZADO A SUSPENSION INYECTABLE;3,2;13,00;19,6;100,00;Cadena de Frio
AB0140;APME EN POLVO FÓRMULA POLIMERICA PARA ADULTOS LATA X 850G;16,8;13,00;13,00;1,027,00;Carga Seca
HU0073;MESALAZINA 4G/60ML SUSPENSION RECTAL;16,7;13,00;22,00;675,00;Carga Seca
AB0282;APME EN POLVO FÓRMULA POLIMÉRICA PARA ADULTOS LATA X 850G;16,5;13,00;13,00;1.028,00;Carga Seca
AB0109;APME EN POLVO FÓRMULA POLIMERICA PARA NIÑOS LATA X 900G;16,5;13,00;13,00;1,085,00;Carga Seca
LL0047;DULAGLUTIDA 1,5MG/0,5ML SOLUCION INYECTABLE;5,30;12,90;16,00;194,00;Cadena de Frio
TE0005;FERMENTOS LACTICOS VIVOS LIOFILIZADOS EN ALTA CONCENTRACION GRANULADO A SOLUCION ORAL;8,30;12,70;2,70;28,00;Cadena de Frio
PF0072;ATORVASTATINA 20MG TABLETA RECUBIERTA;6,70;12,50;3,10;30,00;Carga Seca
BL0075;TRAMADOL 50MG/ML SOLUCION INYECTABLE;6,50;12,50;12,50;345,00;Carga Seca
RC0074;TOCILIZUMAB 162MG/0,9ML SOLUCION INYECTABLE;3,10;12,50;12,00;90,00;Cadena de Frio
BY0014;INTERFERON BETA 1B 250CMG POLVO LIOFILIZADO A SOLUCION INYECTABLE;17,00;12,50;25,00;749,00;Cadena de Frio
PX0304;DORZOLAMIDA + TIMOLOL (20MG+5MG) /ML SOLUCION OFTALMICA;6,5;12,5;12,2;325,00;Carga Seca
FAES01;BILASTINA 20MG TABLETA;5,5;12,5;2,00;12,00;Carga Seca
ADI001;VALSARTAN + SACUBITRILO 25,7MG+24,3MG (50MG) TABLETA RECUBIERTA;5,5;12,5;2,5;19;Carga Seca
ALT023;ETORICOXIB 90MG TABLETA;5,10;12,40;2,30;15,00;Carga Seca
MK0244;ETORICOXIB 120MG TABLETA RECUBIERTA;6,8;12,3;1,5;11,00;Carga Seca
VT0128;DIPIRONA 1G/2ML (0,5G/ML) SOLUCION INYECTABLE;7,00;12,2;12,2;522,00;Carga Seca
VT0132;METOCLOPRAMIDA 10MG/2ML (5MG/ML) SOLUCION INYECTABLE;7,00;12,2;12,2;477,00;Carga Seca
PX0279;ENZALUTAMIDA 40MG CAPSULA BLANDA;8,5;12,00;12,00;266,00;Comerciales
VT0106;DEXAMETASONA 8MG/2ML (4MG/ML) SOLUCION INYECTABLE;7,00;12,00;12,00;477,00;Carga Seca
VT0116;TRAMADOL 100MG/2ML (50MG/ML) SOLUCION INYECTABLE;7,00;12,00;12,00;476,00;Carga Seca
VT0127;GENTAMICINA 160MG/2ML (80MG/ML) SOLUCION INYECTABLE;7,00;12,00;12,00;489,00;Carga Seca
VT0115;FUROSEMIDA 20MG/2ML (10MG/ML) SOLUCION INYECTABLE;7,00;12,00;12,00;483,00;Carga Seca
PC0008;GUANTE DE EXAMEN TALLA L;7,00;12,00;21,5;611,00;Carga Seca
VT0113;HIOSCINA N-BUTIL BROMURO 20MG/ML SOLUCION INYECTABLE;6,00;12,00;12,2;346,00;Carga Seca
SIC008;OXACILINA 1G POLVO A SOLUCION INYECTABLE;6,00;12,00;24,00;747,00;Carga Seca
SA0172;CLOBAZAM 10MG TABLETA;6,00;12,00;3,00;19,00;Controlados
GF0433;LEVETIRACETAM 1.000MG TABLETA RECUBIERTA;5,5;12,00;3,5;57,00;Carga Seca
NEX027;HEPARINA SODICA 25.000UI/5ML (5.000UI/ML) SOUCION INYECTABLE;5,00;12,00;12,00;378,00;Carga Seca
BS0030;AMPICILINA 500MG POLVO A SOLUCION INYECTABLE;4,6;12,00;24,00;880,00;Carga Seca
BS0029;AMPICILINA 1G POLVO A SOLUCION INYECTABLE;4,5;12,00;24,00;919,00;Carga Seca
AST001;ENZALUTAMIDA 40MG CAPSULA BLANDA;11,5;12,00;27,00;393,00;Comerciales
PFM004;CONDONES NATURALES LUBRICADOS;22,00;11,80;35,50;1.687,00;Comerciales
SA0033;IRBESARTAN 150MG COMPRIMIDO RECUBIERTO;6,00;11,70;3,00;19,00;Carga Seca
AT0088;CICLOSILICATO DE SODIO Y ZIRCONIO 5G POLVO A SUSPENSION ORAL;8,00;11,50;12,50;253,00;Comerciales
TF0081;DIOSMINA + HESPERIDINA 900MG+100MG COMPRIMIDO RECUBIERTO;8,00;11,5;4,5;67,00;Carga Seca
DB0001;METFORMINA 1.000MG TABLETA RECUBIERTA;8,00;11,5;5,00;91,00;Carga Seca
OT0016;PREDNISOLONA + FENILEFRINA (10MG+1,2MG) /ML (1%+0,12%) SUSPENSION OFTALMICA;9,5;11,3;11,50;64;Carga Seca
OT0016;PREDNISOLONA + FENILEFRINA (10MG+1,2MG) /ML (1%+0,12%) SUSPENSION OFTALMICA;9,5;11,3;11,50;64;Carga Seca
LF0236;LEVONORGESTREL 75MG IMPLANTE ANTICONCEPTIVO SUBDERMICO;5,5;11,3;14,5;68,00;Carga Seca
VT0010;CEFALOTINA 1G POLVO A SOLUCION INYECTABLE;5,5;11,2;4,5;133,00;Carga Seca
TF0012;DOXORUBICINA 20MG/10ML (2MG/ML) SUSPENSION INYECTABLE;4,30;11,10;7,70;49,00;Cadena de Frio
EC0109;HIERRO SACARATO 100MG/5ML (20MG/ML) SOLUCION INYECTABLE;8,5;11,00;9,5;341,00;Comerciales
PX0170;FENOFIBRICO ACIDO + ROSUVASTATINA 135MG+20MG CAPSULA BLANDA;8,00;11,00;4,00;71,00;Carga Seca
PX0176;FENOFIBRICO ACIDO + ROSUVASTATINA 135MG+10MG CAPSULA BLANDA;8,00;11,00;4,00;72,00;Carga Seca
FR0075;RALTEGRAVIR 100MG GRANULADO A SUSPENSION ORAL;6,5;11,00;15;188,00;Comerciales
ETE001;GUANTE DE EXAMEN TALLA S;6,00;11,00;20,00;474,00;Carga Seca
FK0118;ADALIMUMAB 40MG/0,8ML SOLUCION INYECTABLE;3,20;10,80;16,50;120,00;Cadena de Frio
VP0012;ANFOTERICINA B LIPOSOMAL 50MG POLVO LIOFILIZADO A SOLUCION INYECTABLE;9,70;10,60;30,10;476,00;Cadena de Frio
TF0063;POLIETILENGLICOL 3350 100G/100G POLVO A SOLUCION ORAL;8,7;10,6;11,5;321,00;Carga Seca
SIC015;ADENOSINA 6MG/2ML (3MG/ML) SOLUCION INYECTABLE;9,70;10,50;4,00;51,00;Carga Seca
LS0191;GLUCOSAMINA 1.500MG GRANULADO A SOLUCION ORAL;9,20;10,50;14,00;328,00;Carga Seca
LS0152;GLUCOSAMINA + CONDROITINA 1.500MG+1.200MG GRANULADO A SOLUCION ORAL;9,00;10,50;15,20;397,00;Carga Seca
FK0117;GLICEROFOSFATO 216MG/20ML (10,8MG/ML) SOLUCION INYECTABLE;7,50;10,50;15,00;602,00;Carga Seca
SA0147;KETOPROFENO 100MG TABLETA RECUBIERTA;7,00;10,50;3,70;26,00;Carga Seca
EC0148;DIMENHIDRINATO 50MG TABLETA;8,5;10,5;15;340,00;Carga Seca
PX0021;COMPLEJO B + LIDOCAINA (B1+B6+B12+30MG) /2ML SOLUCION INYECTABLE;8,00;10,5;2,00;39,00;Carga Seca
LQ0058;CARBONATO DE CALCIO 1.500MG (600MG) TABLETA;7,00;10,5;17,2;552,00;Carga Seca
WT0006;AMITRIPTILINA 25MG TABLETA;6,5;10,5;4,5;51,00;Carga Seca
NO0063;OXCARBAZEPINA 300MG TABLETA;5,7;10,5;3,00;28,00;Carga Seca
SVP055;QUETIAPINA 100MG TABLETA;5,5;10,5;3,00;25,00;Carga Seca
PFM011;LEVONORGESTREL + ETINILESTRADIOL 0,15MG+0,03MG TABLETA RECUBIERTA;3,5;10,5;21;203,00;Carga Seca
TE0137;POLIETILENGLICOL 3350 100G/100G POLVO A SOLUCION ORAL;12,00;10,5;8,00;247,00;Carga Seca
BSD004;TERIPARATIDA 20MCG/0,08ML (250MCG/ML) SOLUCION INYECTABLE;10,00;10,30;15,70;210,00;Cadena de Frio
WT0008;AMLODIPINO 5MG TABLETA;5,00;10,3;4,3;47,00;Carga Seca
PX0091;ERITROPOYETINA HUMANA RECOMBINANTE 2.000UI POLVO LIOFILIZADO A SOLUCION INYECTABLE;10,00;10,3;16,00;303,00;Comerciales
BSD003;ERITROPOYETINA HUMANA RECOMBINANTE 4.000UI POLVO LIOFILIZADO A SOLUCION INYECTABLE;10,00;10,3;16,00;305,00;Comerciales
MK0290;PROPRANOLOL 80MG TABLETA;9,60;10,20;7,70;148,00;Carga Seca
FCH004;DIPIRONA + N-BUTIL BROMURO DE HIOSCINA 300MG+10MG GRAGEA;8,40;10,20;8,80;114,00;Carga Seca
SA0097;FEXOFENADINA 120MG COMPRIMIDO RECUBIERTO;7,00;10,20;2,90;13,00;Carga Seca
NU0009;APME EN POLVO FÓRMULA PARA NIÑOS MAYORES DE 1 AÑO Y ADULTOS LATA X 300G;13,70;10,20;10,20;412,00;Comerciales
BU0064;OMEPRAZOL 40MG CAPSULA;12,00;10,2;19,8;283,00;Comerciales
BS0043;ADRENALINA (EPINEFRINA) 1MG/ML SOLUCION INYECTABLE;7,2;10,00;12,00;361,00;Carga Seca
